,campus,lon,lat,total,pop,rate,state
775,Hendrix College,-92.4420118,35.1000469,215,17503,12.28,arkansas
776,Heritage Bible College,-78.6131877,35.2679128,1,1072,0.93,north carolina
778,Heritage University,-120.3947462,46.373833,24,17160,1.4,washington
779,Herzing University-Atlanta,-84.3613557,33.8455653,132,5518,23.92,georgia
780,Herzing University-Birmingham,-86.8325726,33.468634,12,4965,2.42,alabama
781,Herzing University-Kenner,-90.2391985,30.0015668,10,3587,2.79,louisiana
782,Herzing University-Madison,-89.2917184,43.1440979,1,28557,0.04,wisconsin
783,Herzing University-Minneapolis,-93.3666872,45.056177,1,3892,0.26,minnesota
784,Herzing University-Winter Park,-81.3126435,28.6157234,5,3770,1.33,florida
785,Hickey College,-90.4075335,38.7095833,5,6062,0.82,missouri
786,High Point University,-79.9950397,35.9732327,265,48002,5.52,north carolina
787,Highline College,-122.3024467,47.3880742,200,88304,2.26,washington
788,Hilbert College,-78.8214343,42.7536002,14,13645,1.03,new york
789,Hillsdale Free Will Baptist College,-97.4909672,35.3007293,30,3561,8.42,oklahoma
790,Hiram College,-81.1439525,41.3107322,224,17571,12.75,ohio
791,Hiwassee College,-84.3653372,35.5585222,1,3755,0.27,tennessee
792,Hobart William Smith Colleges,-76.9844868,42.8591531,319,29019,10.99,new york
793,Hobe Sound Bible College,-80.1317769,27.0662848,8,1652,4.84,florida
794,Hodges University,-81.741335,26.277176,10,24662,0.41,florida
795,Hofstra University,-73.5985336,40.7165676,586,171267,3.42,new york
796,Hollins University,-79.9430537,37.3547884,84,14029,5.99,virginia
797,Holy Apostles College and Seminary,-72.6483784,41.6080992,4,4210,0.95,connecticut
798,Holy Cross College,-71.8052464,42.2378888,41,6113,6.71,massachusetts
799,Holy Family University,-74.9882139,40.0610159,6,44096,0.14,pennsylvania
800,Holy Names University,-122.186495,37.80249,127,15508,8.19,california
2539,Hondros College,-82.9011811,40.0843853,12,8646,1.39,ohio
801,Hood College,-77.4202024,39.4213829,73,31015,2.35,maryland
2426,Hood Theological Seminary,-80.4801011,35.6444311,1,2787,0.36,north carolina
802,Hope College,-86.1023574,42.7871797,144,44889,3.21,michigan
803,Hope International University,-117.8856392,33.8764346,75,16191,4.63,california
804,Houghton College,-78.1567718,42.4266996,27,18616,1.45,new york
805,Houston Baptist University,-95.5153322,29.6952888,47,35847,1.31,texas
2448,Houston Graduate School of Theology,-95.4486797,29.6735832,4,1949,2.05,texas
806,Howard Payne University,-98.986007,31.716101,146,18263,7.99,texas
2795,Hult International Business School,-71.0706403,42.3699207,5,4103,1.22,massachusetts
807,Humboldt State University,-124.077821,40.8752748,283,109535,2.58,california
808,Humphreys College-Stockton and Modesto Campuses,-121.0603578,37.6901358,12,11085,1.08,california
809,Huntingdon College,-86.2863163,32.3504918,46,12976,3.55,alabama
810,Huntington University,-85.4998244,40.8990177,4,14429,0.28,indiana
2540,Huntsville Bible College,-86.594623,34.750345,1,644,1.55,alabama
811,Hussian School of Art,-75.1485049,39.9498567,1,1720,0.58,pennsylvania
812,Husson University,-68.7914302,44.8272366,202,36145,5.59,maine
813,Huston-Tillotson University,-97.7223212,30.2645512,91,11221,8.11,texas
814,Icahn School of Medicine at Mount Sinai,-73.9528508,40.7895827,30,12178,2.46,new york
815,Idaho State University,-112.4337909,42.8602156,107,186014,0.58,idaho
816,Iliff School of Theology,-104.96059,39.675741,18,3714,4.85,colorado
817,Illinois College,-90.24675,39.730211,86,13563,6.34,illinois
818,Illinois College of Optometry,-87.6221016,41.8354193,7,8697,0.8,illinois
819,Illinois Institute of Technology,-87.6270059,41.8348731,354,99443,3.56,illinois
820,Illinois State University,-88.9946702,40.5122833,784,291508,2.69,illinois
821,Illinois Wesleyan University,-88.9903843,40.4910835,101,24869,4.06,illinois
822,Immaculata University,-75.5689967,40.0294054,46,54341,0.85,pennsylvania
823,Indian River State College,-80.3579241,27.4232701,92,216010,0.43,florida
824,Indiana Institute of Technology,-85.1164143,41.0791572,159,59962,2.65,indiana
825,Indiana State University,-87.4103736,39.4705314,706,159143,4.44,indiana
826,Indiana University of Pennsylvania-Main Campus,-79.1610625,40.6142181,398,201810,1.97,pennsylvania
827,Indiana University-Bloomington,-86.5130173,39.1766135,1160,571733,2.03,indiana
828,Indiana University-East,-84.88253,39.8696023,9,42681,0.21,indiana
829,Indiana University-Kokomo,-86.1314163,40.4597051,8,44020,0.18,indiana
830,Indiana University-Northwest,-87.3376207,41.5572569,60,75344,0.8,indiana
831,Indiana University-Purdue University-Fort Wayne,-85.1081012,41.1183128,137,176884,0.77,indiana
832,Indiana University-Purdue University-Indianapolis,-86.1763393,39.7738832,1843,420136,4.39,indiana
833,Indiana University-South Bend,-86.2219606,41.6656585,171,109554,1.56,indiana
834,Indiana University-Southeast,-85.816955,38.345745,26,92342,0.28,indiana
835,Indiana Wesleyan University,-85.6646919,40.5193861,48,187654,0.26,indiana
836,Institute for Clinical Social Work,-87.6248853,41.886099,2,1240,1.61,illinois
2449,Institute for the Psychological Sciences,-77.051528,38.855817,9,556,16.19,district of columbia
837,Institute of American Indian and Alaska Native Culture,-106.011667,35.585956,17,3663,4.64,new mexico
2612,Institute of Taoist Education and Acupuncture,-105.1394908,39.9872387,1,182,5.49,colorado
838,Interdenominational Theological Center,-84.4101673,33.753435,36,6550,5.5,georgia
2487,International Academy of Design and Technology-Nashville,-86.6903498,36.1671862,2,4313,0.46,tennessee
2582,International Academy of Design and Technology-Sacramento,-121.5209664,38.6553145,2,2631,0.76,california
2451,International Academy of Design and Technology-Troy,-83.118825,42.5516339,9,7846,1.15,michigan
840,International Baptist College and Seminary,-111.879583,33.273731,13,760,17.11,arizona
842,Iona College,-73.7861826,40.9273194,36,50876,0.71,new york
843,Iowa State University,-93.6464654,42.0266187,770,398076,1.93,iowa
844,Iowa Wesleyan College,-91.5531474,40.9727829,107,9682,11.05,iowa
845,Ithaca College,-76.498564,42.421658,314,92348,3.4,new york
846,ITT Technical Institute-Albuquerque,-106.5904722,35.1638496,24,8663,2.77,new mexico
847,ITT Technical Institute-Arlington,-97.106256,32.7608555,25,9006,2.78,texas
848,ITT Technical Institute-Arlington Heights,-88.0060918,42.1445352,15,6498,2.31,illinois
849,ITT Technical Institute-Arnold,-90.386633,38.4087511,4,8848,0.45,missouri
2561,ITT Technical Institute-Atlanta,-84.405375,33.61233,5,3824,1.31,georgia
850,ITT Technical Institute-Austin,-97.6990071,30.3229137,28,9332,3,texas
851,ITT Technical Institute-Bessemer,-86.915953,33.3391209,7,9851,0.71,alabama
852,ITT Technical Institute-Boise,-116.3355456,43.6601464,3,6075,0.49,idaho
2427,ITT Technical Institute-Canton,-83.4468002,42.2930201,3,8928,0.34,michigan
2452,ITT Technical Institute-Chantilly,-77.4450799,38.8907887,6,5713,1.05,virginia
2614,ITT Technical Institute-Charlotte North,-80.9210381,35.1820754,1,2181,0.46,north carolina
2541,ITT Technical Institute-Charlotte South,-80.9210381,35.1820754,1,4410,0.23,north carolina
2615,ITT Technical Institute-Clive,-93.7778291,41.6084957,1,1288,0.78,iowa
2542,ITT Technical Institute-Clovis,-119.7011363,36.8365117,4,3970,1.01,california
2616,ITT Technical Institute-Columbus,-82.8693959,39.9342673,3,1741,1.72,ohio
2617,ITT Technical Institute-Concord,-122.0541859,37.9767672,1,1868,0.54,california
853,ITT Technical Institute-Cordova,-89.821518,35.1805877,22,8135,2.7,tennessee
854,ITT Technical Institute-Dayton,-84.1874088,39.8356712,13,6390,2.03,ohio
2453,ITT Technical Institute-Duluth,-84.176506,34.042996,6,5925,1.01,georgia
855,ITT Technical Institute-Earth City,-90.4612782,38.7579719,24,9867,2.43,missouri
2488,ITT Technical Institute-Eden Prairie,-93.4033085,44.8609469,13,4515,2.88,minnesota
856,ITT Technical Institute-Everett,-122.2563711,47.9312493,19,5062,3.75,washington
857,ITT Technical Institute-Fort Lauderdale,-80.2524036,26.078993,7,8879,0.79,florida
2618,ITT Technical Institute-Fort Myers,-81.8098274,26.5455132,1,1648,0.61,florida
858,ITT Technical Institute-Fort Wayne,-85.1305683,41.168181,4,6918,0.58,indiana
859,ITT Technical Institute-Green Bay,-88.1059841,44.5531669,1,8188,0.12,wisconsin
860,ITT Technical Institute-Greenfield,-87.9930112,42.9600793,15,11033,1.36,wisconsin
861,ITT Technical Institute-Greenville,-82.2969462,34.8358699,5,6332,0.79,south carolina
862,ITT Technical Institute-Henderson,-115.0902016,36.0260957,15,9573,1.57,nevada
863,ITT Technical Institute-Hialeah,-80.295986,25.9401024,6,7816,0.77,florida
2619,ITT Technical Institute-High Point,-80.025941,35.9813037,1,2502,0.4,north carolina
2454,ITT Technical Institute-Hilliard,-83.121709,40.0315219,5,5397,0.93,ohio
864,ITT Technical Institute-Houston North,-95.4262365,29.9943912,16,8857,1.81,texas
865,ITT Technical Institute-Houston West,-95.539962,29.7340887,17,7871,2.16,texas
866,ITT Technical Institute-Indianapolis,-86.0444967,39.8033021,12,51379,0.23,indiana
2801,ITT Technical Institute-Indianapolis East,-86.0444967,39.8033021,1,855,1.17,indiana
867,ITT Technical Institute-Jacksonville,-81.5813833,30.2489787,5,8454,0.59,florida
2489,ITT Technical Institute-Kansas City,-94.4734134,39.0485762,12,5132,2.34,missouri
2490,ITT Technical Institute-Kennesaw,-84.6115604,34.0466843,2,3855,0.52,georgia
868,ITT Technical Institute-Knoxville,-84.089198,35.9211331,23,9496,2.42,tennessee
869,ITT Technical Institute-Lake Mary,-81.3664969,28.7502261,6,6793,0.88,florida
2667,ITT Technical Institute-Las Vegas,-114.9654825,36.007926,2,2629,0.76,nevada
870,ITT Technical Institute-Lathrop,-121.2940607,37.8094499,8,8207,0.97,california
2543,ITT Technical Institute-Lexington,-84.4311269,38.0086505,8,3343,2.39,kentucky
871,ITT Technical Institute-Little Rock,-92.395171,34.7491553,28,6045,4.63,arkansas
872,ITT Technical Institute-Louisville,-85.816962,38.1823745,6,9402,0.64,kentucky
2620,ITT Technical Institute-Madison,-86.7616403,34.6737969,3,3622,0.83,alabama
2544,ITT Technical Institute-Maumee,-83.689156,41.611158,3,3186,0.94,ohio
2564,ITT Technical Institute-Mobile,-88.1198732,30.6680788,4,3503,1.14,alabama
873,ITT Technical Institute-Murray,-80.7650073,35.3382656,20,8649,2.31,north carolina
874,ITT Technical Institute-Nashville,-86.66323,36.1470972,23,10947,2.1,tennessee
875,ITT Technical Institute-National City,-117.1060959,32.6616272,12,16767,0.72,california
876,ITT Technical Institute-Newburgh,-87.449868,37.979812,2,5336,0.37,indiana
877,ITT Technical Institute-Norfolk,-76.218155,36.8801533,16,10818,1.48,virginia
878,ITT Technical Institute-Norwood,-71.1882201,42.2001384,8,14163,0.56,massachusetts
879,ITT Technical Institute-Oak Brook,-87.9416932,41.8451757,1,4887,0.2,illinois
2724,ITT Technical Institute-Oakland,-122.2737973,37.8041369,1,552,1.81,california
2545,ITT Technical Institute-Oklahoma City,-97.5449984,35.5218715,1,3096,0.32,oklahoma
880,ITT Technical Institute-Omaha,-96.0747162,41.2700317,8,7072,1.13,nebraska
881,ITT Technical Institute-Orange,-117.8963079,33.7800411,9,11468,0.78,california
882,ITT Technical Institute-Orland Park,-87.8997261,41.5534287,11,6557,1.68,illinois
2520,ITT Technical Institute-Owings Mills,-76.8127346,39.4298705,1,8244,0.12,maryland
883,ITT Technical Institute-Oxnard,-119.1457985,34.2212926,10,6551,1.53,california
2621,ITT Technical Institute-Phoenix,-111.955054,33.3469545,1,2189,0.46,arizona
2726,ITT Technical Institute-Phoenix West,-112.2657248,33.466437,1,939,1.06,arizona
884,ITT Technical Institute-Portland,-122.5652833,45.5749982,16,9370,1.71,oregon
885,ITT Technical Institute-Rancho Cordova,-121.2814441,38.5917171,8,8818,0.91,california
886,ITT Technical Institute-Richardson,-96.7573791,32.9797553,14,9667,1.45,texas
887,ITT Technical Institute-Richmond,-77.5573352,37.4993442,2,7555,0.26,virginia
888,ITT Technical Institute-Saint Rose,-90.2812046,29.9811895,11,7028,1.57,louisiana
889,ITT Technical Institute-San Antonio,-98.5934729,29.5533218,2,9213,0.22,texas
890,ITT Technical Institute-San Bernardino,-117.2706096,34.0700199,25,15491,1.61,california
891,ITT Technical Institute-San Dimas,-117.8185406,34.1024044,12,10223,1.17,california
892,ITT Technical Institute-Seattle,-122.2738908,47.4905089,13,7498,1.73,washington
893,ITT Technical Institute-Spokane Valley,-117.2221463,47.6752973,3,5858,0.51,washington
2428,ITT Technical Institute-Springfield,-77.1993391,38.7405289,7,10086,0.69,virginia
894,ITT Technical Institute-Strongsville,-81.8074021,41.3497142,20,7612,2.63,ohio
2546,ITT Technical Institute-Swartz Creek,-83.8020197,42.9657034,5,5933,0.84,michigan
895,ITT Technical Institute-Sylmar,-118.4739186,34.2995006,10,11722,0.85,california
896,ITT Technical Institute-Tampa,-82.5475338,27.982415,4,8574,0.47,florida
897,ITT Technical Institute-Tempe,-111.955054,33.3469545,13,9000,1.44,arizona
898,ITT Technical Institute-Torrance,-118.3237298,33.8597379,8,9799,0.82,california
899,ITT Technical Institute-Troy,-83.1173647,42.5628881,4,10854,0.37,michigan
900,ITT Technical Institute-Tucson,-110.9969629,32.2967125,13,6203,2.1,arizona
2547,ITT Technical Institute-Tulsa,-95.8397499,36.0979124,8,4148,1.93,oklahoma
2491,ITT Technical Institute-Warrensville Heights,-81.5025445,41.4374607,15,3160,4.75,ohio
901,ITT Technical Institute-Webster,-95.1214702,29.5251798,36,5596,6.43,texas
2672,ITT Technical Institute-West Covina,-117.9424956,34.0683325,2,1325,1.51,california
902,ITT Technical Institute-Westminster,-105.0489776,39.8524534,13,6866,1.89,colorado
2567,ITT Technical Institute-Wichita,-97.3716028,37.6569375,4,2124,1.88,kansas
903,ITT Technical Institute-Wilmington,-71.1580593,42.587446,9,5630,1.6,massachusetts
904,ITT Technical Institute-Wyoming,-85.7122641,42.8543366,4,8761,0.46,michigan
905,ITT Technical Institute-Youngstown,-80.7231905,41.1869725,21,7509,2.8,ohio
906,Jackson College,-84.406326,42.163974,90,87158,1.03,michigan
907,Jackson State University,-90.2131912,32.2987443,612,118628,5.16,mississippi
908,Jacksonville State University,-85.7663475,33.8231467,277,117780,2.35,alabama
909,Jacksonville University,-81.6044628,30.3506247,331,47374,6.99,florida
910,James Madison University,-78.8697548,38.435092,466,253631,1.84,virginia
912,Jarvis Christian College,-95.1798281,32.5891875,83,8718,9.52,texas
913,Jefferson College of Health Sciences,-79.939541,37.266093,7,12840,0.55,virginia
914,Jewish Theological Seminary of America,-73.9605882,40.8120268,4,7632,0.52,new york
915,John Brown University,-94.5585742,36.1914449,116,29737,3.9,arkansas
916,John Carroll University,-81.531421,41.490244,217,54466,3.98,ohio
917,John F. Kennedy University,-122.0546361,37.9567523,22,21636,1.02,california
2804,John Paul the Great Catholic University,-117.0823893,33.1208188,3,729,4.12,california
918,Johns Hopkins University,-76.6205177,39.3299013,205,277151,0.74,maryland
2492,Johnson & Wales University-Charlotte,-94.8520636,38.845412,57,25224,2.26,kansas
919,Johnson & Wales University-Denver,-104.9051053,39.7473622,180,19659,9.16,colorado
920,Johnson & Wales University-North Miami,-80.1646774,25.8945516,286,29337,9.75,florida
921,Johnson & Wales University-Providence,-71.4131454,41.8197301,442,143288,3.08,rhode island
922,Johnson C Smith University,-80.8576346,35.2445186,389,20727,18.77,north carolina
923,Johnson State College,-72.6742736,44.6463437,119,25159,4.73,vermont
924,Johnson University,-81.3626,28.3025,57,12278,4.64,florida
925,Johnson University Florida,-81.3626275,28.3024838,2,3588,0.56,florida
2673,Jones College-Jacksonville,-81.6102291,30.3279923,1,2759,0.36,florida
926,Judson College,-87.3149694,32.6298869,7,4778,1.47,alabama
927,Judson University,-88.291279,42.061746,81,16720,4.84,illinois
928,Juniata College,-78.0166197,40.499442,38,20923,1.82,pennsylvania
929,Kalamazoo College,-85.598145,42.290035,157,16197,9.69,michigan
930,Kansas City Art Institute,-94.5834014,39.046666,60,7958,7.54,missouri
931,Kansas City University of Medicine and Biosciences,-94.5612386,39.1070723,32,13956,2.29,missouri
932,Kansas State University,-96.5847249,39.1974437,780,329291,2.37,kansas
933,Kansas Wesleyan University,-97.6093619,38.8134816,94,10641,8.83,kansas
934,Kaplan University-Cedar Falls Campus,-92.4484398,42.4745952,3,7340,0.41,iowa
935,Kaplan University-Cedar Rapids Campus,-91.7135496,41.949511,24,8436,2.84,iowa
936,Kaplan University-Davenport Campus,-90.5506759,41.5550123,28,506125,0.06,iowa
937,Kaplan University-Des Moines Campus,-93.7784493,41.6447648,2,9952,0.2,iowa
938,Kaplan University-Hagerstown Campus,-77.722675,39.673767,18,12440,1.45,maryland
939,Kaplan University-Lincoln Campus,-96.694132,40.808828,18,7905,2.28,nebraska
940,Kaplan University-Maine Campus,-70.3243262,43.6387865,10,13138,0.76,maine
941,Kaplan University-Mason City Campus,-93.2389327,43.1496678,1,4277,0.23,iowa
942,Kaplan University-Omaha Campus,-96.0731078,41.3091671,1,9749,0.1,nebraska
943,Kean University,-74.2342865,40.678071,431,195684,2.2,new jersey
2493,Keck Graduate Institute,-117.7235738,34.0929344,2,1449,1.38,california
944,Keene State College,-72.2815271,42.918376,315,70493,4.47,new hampshire
946,Keiser University-Ft Lauderdale,-80.1640035,26.1859167,94,163357,0.58,florida
947,Kendall College,-87.6490234,41.8988964,29,19824,1.46,illinois
948,Kennesaw State University,-84.5815717,34.0380784,377,290436,1.3,georgia
949,Kenrick Glennon Seminary,-90.3240215,38.5845498,6,1272,4.72,missouri
950,Kent State University at Ashtabula,-80.8310776,41.8889063,15,26193,0.57,ohio
951,Kent State University at East Liverpool,-80.5766531,40.6169942,3,14928,0.2,west virginia
952,Kent State University at Geauga,-81.1428219,41.4839608,4,22548,0.18,ohio
953,Kent State University at Kent,-81.3414649,41.1490629,348,353651,0.98,ohio
954,Kent State University at Salem,-80.8355998,40.8640232,11,21179,0.52,ohio
955,Kent State University at Stark,-81.4368682,40.8670052,3,58488,0.05,ohio
956,Kent State University at Trumbull,-80.8391628,41.2798893,1,35062,0.03,ohio
957,Kent State University at Tuscarawas,-81.4071415,40.4678681,2,31046,0.06,ohio
958,Kentucky Christian University,-82.946523,38.339171,26,8487,3.06,kentucky
960,Kentucky State University,-84.8554086,38.2014044,486,34829,13.95,kentucky
961,Kentucky Wesleyan College,-87.1201839,37.7435478,42,10651,3.94,kentucky
962,Kenyon College,-82.3983079,40.3718965,240,21320,11.26,ohio
963,Kettering College,-84.1924967,39.6950114,1,10191,0.1,ohio
964,Kettering University,-83.712981,43.0114011,55,34359,1.6,michigan
965,Keuka College,-77.0905414,42.6151505,104,23261,4.47,new york
966,Keystone College,-75.777405,41.559007,118,22800,5.18,pennsylvania
967,King University,-82.156221,36.585686,117,22120,5.29,tennessee
968,King's College,-75.8792853,41.2499673,83,34014,2.44,pennsylvania
969,King's University,-97.1214995,32.9396033,11,7155,1.54,texas
971,Knox College,-90.3724051,40.94181,215,18414,11.68,illinois
972,Kutztown University of Pennsylvania,-75.7834225,40.5100878,531,136289,3.9,pennsylvania
973,Kuyper College,-85.5920919,43.0224079,4,3621,1.1,michigan
974,La Roche College,-80.0140875,40.5683018,66,22054,2.99,pennsylvania
975,La Salle University,-75.1566429,40.0386083,309,86859,3.56,pennsylvania
976,La Sierra University,-117.494974,33.909867,297,28168,10.54,california
977,Laboure College,-71.0582755,42.2607677,94,8510,11.05,massachusetts
978,Lafayette College,-75.2087298,40.6986202,427,33505,12.74,pennsylvania
979,LaGrange College,-85.0433441,33.0384447,106,14042,7.55,georgia
980,Laguna College of Art and Design,-117.7723367,33.5616845,12,5221,2.3,california
981,Lake Erie College,-81.2518076,41.7177632,92,14473,6.36,ohio
982,Lake Erie College of Osteopathic Medicine,-80.1059424,42.0807989,3,30963,0.1,pennsylvania
983,Lake Forest College,-87.828913,42.249058,157,20310,7.73,illinois
985,Lake Michigan College,-86.3928613,42.0972721,6,57521,0.1,michigan
986,Lake Superior State University,-84.3638112,46.4930772,97,39304,2.47,michigan
987,Lake Washington Institute of Technology,-122.167027,47.704691,22,55595,0.4,washington
988,Lake-Sumter State College,-81.797152,28.829243,19,55888,0.34,florida
989,Lakeland College,-96.276131,30.53321,146,54152,2.7,texas
991,Lamar University,-94.0708047,30.0440168,320,171994,1.86,texas
992,Lancaster Bible College,-76.288094,40.073488,91,15607,5.83,pennsylvania
993,Lancaster Theological Seminary,-76.3177306,40.0457219,5,1837,2.72,pennsylvania
994,Lander University,-82.166785,34.201084,120,39612,3.03,south carolina
995,Landmark College,-72.5118469,42.9767642,194,6215,31.21,vermont
996,Lane College,-88.8061133,35.627775,156,20513,7.6,tennessee
997,Langston University,-97.2617053,35.9453456,278,39445,7.05,oklahoma
998,Lasell College,-71.2446266,42.3432053,178,20991,8.48,massachusetts
999,Laurel University,-79.9984477,35.9942938,3,2855,1.05,north carolina
1000,Lawrence Technological University,-83.2497967,42.4755011,385,58758,6.55,michigan
1001,Lawrence University,-88.3974551,44.260288,79,20477,3.86,wisconsin
1002,Le Cordon Bleu College of Culinary Arts-Scottsdale,-111.906586,33.50251,26,18188,1.43,arizona
1003,Le Moyne College,-76.0855042,43.0497018,118,48045,2.46,new york
1004,Le Moyne-Owen College,-90.0344386,35.1180562,70,11985,5.84,tennessee
1005,Lebanon Valley College,-76.514699,40.331103,29,27871,1.04,pennsylvania
1006,Lee University,-84.8715697,35.1661061,115,58947,1.95,tennessee
1007,Lees-McRae College,-81.8753745,36.1617964,82,11534,7.11,north carolina
1008,Lehigh University,-75.3782832,40.6069087,175,96380,1.82,pennsylvania
1009,Lenoir-Rhyne University,-81.3275644,35.7397068,272,23581,11.53,north carolina
1010,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,-81.0385467,34.0423822,20,1766,11.33,south carolina
1011,Lesley University,-71.1171337,42.3800462,102,90120,1.13,massachusetts
1012,LeTourneau University,-94.7303026,32.4669682,96,43105,2.23,texas
1013,Lewis & Clark College,-122.6774355,45.4524083,223,48076,4.64,oregon
1014,Lewis University,-88.0799314,41.6040218,82,77481,1.06,illinois
1015,Lewis-Clark State College,-117.025932,46.411286,49,49519,0.99,idaho
1016,Lexington Theological Seminary,-84.5263352,37.9963275,8,1289,6.21,kentucky
1017,Liberty University,-79.1773107,37.3534764,201,524526,0.38,virginia
1018,Life Chiropractic College West,-122.1181507,37.637597,89,5725,15.55,california
1019,Life Pacific College,-117.8289949,34.0993665,22,7446,2.95,california
1020,Life University,-84.516481,33.932414,64,29761,2.15,georgia
1021,LIM College,-73.975049,40.759829,7,15492,0.45,new york
1022,Limestone College,-81.6497898,35.0556544,19,43351,0.44,south carolina
1023,Lincoln Christian University,-89.3435986,40.1465785,20,14382,1.39,illinois
1024,Lincoln College,-89.3611111,40.1567541,18,17525,1.03,illinois
1025,Lincoln College of New England-Southington,-72.9207949,41.6302663,109,10445,10.44,connecticut
1026,Lincoln College of Technology-West Palm Beach,-80.0925409,26.7560317,54,20194,2.67,florida
1027,Lincoln Memorial University,-83.6601104,36.577238,58,46366,1.25,tennessee
1028,Lincoln University,-75.9270918,39.8086987,349,49422,7.06,pennsylvania
1029,Lindenwood University,-90.5039452,38.7865379,268,137650,1.95,missouri
1030,Lindsey Wilson College,-85.3015101,37.1027852,62,29470,2.1,kentucky
1031,Linfield College-McMinnville Campus,-123.199224,45.200606,177,23584,7.51,oregon
1032,Linfield College-School of Nursing,-122.6975639,45.53141,19,5127,3.71,oregon
1033,Lipscomb University,-86.79999,36.105632,437,45770,9.55,tennessee
1034,LIU Brentwood,-73.269697,40.7996718,4,9460,0.42,new york
1035,LIU Brooklyn,-73.9807991,40.6911479,56,115453,0.49,new york
1036,LIU Hudson at Rockland,-73.9352736,41.038715,1,5720,0.17,new york
1038,LIU Post,-73.5887219,40.8154837,147,140979,1.04,new york
2548,LIU Riverhead,-72.7003114,40.8767575,1,1608,0.62,new york
1039,Living Arts College,-78.556091,35.942671,9,5348,1.68,north carolina
1040,Livingstone College,-80.484675,35.671441,246,14285,17.22,north carolina
1041,Lock Haven University,-77.4621099,41.1418034,154,71476,2.15,pennsylvania
1042,Logan University,-90.5417841,38.6316701,2,14403,0.14,missouri
1043,Loma Linda University,-117.2602921,34.0526678,570,56446,10.1,california
1044,Longwood University,-78.3961973,37.2971798,188,59826,3.14,virginia
1045,Loras College,-90.681399,42.502738,140,22933,6.1,iowa
2494,Los Angeles Film School,-118.3285297,34.0983007,51,13719,3.72,california
1046,Louisiana College,-92.4266601,31.3252793,116,17800,6.52,louisiana
1047,Louisiana State University and Agricultural & Mechanical College,-91.1800023,30.4132579,1604,429512,3.73,louisiana
1048,Louisiana State University Health Sciences Center-New Orleans,-90.0832621,29.9572962,233,33354,6.99,louisiana
2456,Louisiana State University Health Sciences Center-Shreveport,-93.7608764,32.4807365,106,8926,11.88,louisiana
1049,Louisiana State University-Alexandria,-92.4141391,31.1781021,75,38514,1.95,louisiana
1050,Louisiana State University-Shreveport,-93.7042912,32.4285844,55,60303,0.91,louisiana
1051,Louisiana Tech University,-92.6444419,32.5263477,490,157948,3.1,louisiana
1052,Louisville Presbyterian Theological Seminary,-85.68522,38.238149,2,2934,0.68,kentucky
1053,Lourdes University,-83.707293,41.709757,27,26640,1.01,ohio
1054,Loyola Marymount University,-118.4169289,33.9697859,528,125581,4.2,california
1055,Loyola University Chicago,-87.6581921,41.998997,335,209973,1.6,illinois
1056,Loyola University Maryland,-76.6213734,39.3462005,137,72713,1.88,maryland
1057,Loyola University New Orleans,-90.121721,29.93414,96,64257,1.49,louisiana
1058,Lubbock Christian University,-101.9362333,33.5723433,74,27495,2.69,texas
1059,Luther College,-91.8062533,43.311063,172,35028,4.91,iowa
1061,Luther Seminary,-93.1967735,44.9858877,31,10713,2.89,minnesota
1062,Lutheran School of Theology at Chicago,-87.5988913,41.7956199,38,4106,9.25,illinois
1063,Lutheran Theological Seminary at Gettysburg,-77.244826,39.8311538,8,2876,2.78,pennsylvania
1064,Lutheran Theological Seminary at Philadelphia,-75.1906518,40.0622402,9,3510,2.56,pennsylvania
1065,Lycoming College,-77.000181,41.246018,86,19479,4.42,pennsylvania
1067,Lynchburg College,-79.183153,37.4006,306,34221,8.94,virginia
1068,Lyndon State College,-72.025198,44.5355567,60,19784,3.03,vermont
1069,Lynn University,-80.1252866,26.3840079,457,32883,13.9,florida
1070,Lyon College,-91.6262059,35.7782924,43,7161,6,arkansas
1071,Macalester College,-93.1687294,44.9397631,125,25369,4.93,minnesota
1073,MacMurray College,-90.223117,39.731828,152,7921,19.19,illinois
1074,Madison Area Technical College,-89.3279189,43.1218286,180,213964,0.84,wisconsin
1076,Madonna University,-83.403497,42.3842841,83,58713,1.41,michigan
1077,Maharishi University of Management,-91.9672906,41.0178238,58,14174,4.09,iowa
1080,Malone University,-81.3806233,40.8272374,26,32054,0.81,ohio
1081,Manchester University,-85.7600945,41.0115283,75,16849,4.45,indiana
1082,Manhattan Christian College,-96.5791841,39.1858232,5,4633,1.08,kansas
1083,Manhattan College,-73.9010623,40.8899623,111,48446,2.29,new york
1084,Manhattan School of Music,-73.9614844,40.8124329,62,12543,4.94,new york
1085,Manhattanville College,-73.714781,41.032207,59,38823,1.52,new york
1086,Mansfield University of Pennsylvania,-77.073438,41.808199,62,46365,1.34,pennsylvania
1087,Maranatha Baptist University,-88.7379728,43.1950165,31,12753,2.43,wisconsin
1088,Maria College of Albany,-73.8062487,42.6575389,2,11240,0.18,new york
1089,Marian University,-86.2028294,39.8131427,105,66586,1.58,indiana
1090,Marietta College,-81.4491067,39.4145456,316,20992,15.05,ohio
1091,Marist College,-73.9341204,41.7224565,296,83499,3.54,new york
1092,Marlboro College,-72.7347545,42.8390545,33,4506,7.32,vermont
